module,question_number,prompt,option_a,option_b,option_c,option_d,correct_answer_index,correct_answer_text,image_url,question_type
"1","14","The table shows three values of \(x\) and their corresponding values of \(y\), where \(s\) is a constant. There is a linear relationship between \(x\) and \(y\).
| \(x\) | \(y\) |
|---|---|
| \(-2s\) | \(24\) |
| \(-8\) | \(21\) |
| \(8\) | \(15\) |
Which of the following equations represents this relationship?","\(sx + 3y = 18s\)","\(3x + sy = 18s\)","\(3x + sy = 18\)","\(sx + 3y = 18\)","1","","","mcq"
"1","15","The graph of \(7x + 2y = -31\) in the \(xy\)-plane has an \(x\)-intercept at \((a, 0)\) and a \(y\)-intercept at \((0, b)\), where \(a\) and \(b\) are constants. What is the value of \(\frac{b}{a}\)?","\(-\frac{7}{2}\)","\(-\frac{2}{7}\)","\(\frac{2}{7}\)","\(\frac{7}{2}\)","3","","","mcq"
"1","16","\(48x - 72y = 30y + 24\)
\(ry = \frac{1}{6} - 16x\)
In the given system of equations, \(r\) is a constant. If the system has no solution, what is the value of \(r\)?","","","","","","-34","","spr"
"1","17","For the linear function \(f\), the table shows three values of \(x\) and their corresponding values of \(f(x)\). Function \(f\) is defined by \(f(x) = ax + b\), where \(a\) and \(b\) are constants. What is the value of \(a - b\)?
| \(x\) | \(f(x)\) |
|---|---|
| \(1\) | \(-64\) |
| \(2\) | \(0\) |
| \(3\) | \(64\) |","\(-64\)","\(62\)","\(128\)","\(192\)","3","","","mcq"
"1","18","Oil and gas production in a certain area dropped from \(4\) million barrels in \(2000\) to \(1.9\) million barrels in \(2013\). Assuming that the oil and gas production decreased at a constant rate, which of the following linear functions \(f\) best models the production, in millions of barrels, \(t\) years after the year \(2000\)?","\(f(t) = \frac{21}{130}t + 4\)","\(f(t) = \frac{19}{130}t + 4\)","\(f(t) = -\frac{21}{130}t + 4\)","\(f(t) = -\frac{19}{130}t + 4\)","2","","","mcq"
"1","19","A movie theater sells two types of tickets, adult tickets for \(\$12\) and child tickets for \(\$8\). If the theater sold \(30\) tickets for a total of \(\$300\), how much, in dollars, was spent on adult tickets? (Disregard the \(\$^\) sign when gridding your answer.)","","","","","","180","","spr"
"1","20","What value of \(t\) is the solution to the given equation?

\(5(t + 3) - 7(t + 3) = 38\)","","","","","","-22","","spr"
"1","21","The graph of line \(\ell\) is shown in the xy-plane. Line \(k\) is defined by \(165x + py = w\), where \(p\) and \\(w\) are constants. If line \(k\) is graphed in this xy-plane, resulting in the graph of a system of two linear equations, the system of two linear equations will have infinitely many solutions. What is the value of \(p + w\)?

[image]","","","","","","300","images/media_1786980513333_Q21.png","spr"
"1","22","How many solutions does the equation \(12(x - 3) = -3(x + 12)\) have?","Exactly one","Exactly two","Infinitely many","Zero","0","","","mcq"
"1","23","One gallon of paint will cover \(220\) square feet of a surface. A room has a total wall area of \(w\) square feet. Which equation represents the total amount of paint \(P\), in gallons, needed to paint the walls of the room twice?","\(P = \frac{w}{110}\)","\(P = 440w\)","\(P = \frac{w}{220}\)","\(P = 220w\)","0","","","mcq"
"1","24","A team hosting an event to raise money for new uniforms plans to sell at least \(140\) tickets before this event and at least \(220\) tickets during this event to raise a total of at least \(\$5,820\) from all tickets sold. The price of a ticket during this event is \(\$3\) less than the price of a ticket before this event. Which inequality represents this situation, where \(x\) is the price, in dollars, of a ticket sold during this event?","\(140(x + 3) + 220x \leq 5,820\)","\(140(x + 3) + 220x \geq 5,820\)","\(140(x - 3) + 220x \leq 5,820\)","\(140(x - 3) + 220x \geq 5,820\)","1","","","mcq"
"1","25","For which of the following tables are all the values of \(x\) and their corresponding values of \(y\) solutions to the given inequality?

\(y < 5x + 6\)","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(17\) |
| \(5\) | \(27\) |
| \(7\) | \(37\) |","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(17\) |
| \(5\) | \(35\) |
| \(7\) | \(37\) |","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(25\) |
| \(5\) | \(35\) |
| \(7\) | \(45\) |","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(21\) |
| \(5\) | \(31\) |
| \(7\) | \(41\) |","0","","","mcq"
"1","26","The triangle inequality theorem states that the sum of any two sides of a triangle must be greater than the length of the third side. If a triangle has side lengths of \(6\) and \(12\), which inequality represents the possible lengths, \(x\), of the third side of the triangle?","\(x < 18\)","\(x > 18\)","\(6 < x < 18\)","\(x < 6\) or \(x > 18\)","2","","","mcq"
"1","27","A linear model estimates the population of a city from \(1991\) to \(2015\). The model estimates the population was \(57\) thousand in \(1991\), \(224\) thousand in \(2011\), and \(x\) thousand in \(2015\). To the nearest whole number, what is the value of \(x\)?","","","","","","257","","spr"
"1","28","In the given system of equations, \(p\) is a constant. If the system has no solution, what is the value of \(p\)?

\(6 + 7r = pw\)
\(7r - 5w = 5w + 11\)","","","","","","10","","spr"
"1","29","Line \(\ell\) in the xy-plane is perpendicular to the line with equation \(x = 2\). What is the slope of line \(\ell\)?","\(0\)","\(-\frac{1}{2}\)","\(-2\)","The slope of line \(\ell\) is undefined.","0","","","mcq"
"1","30","For the function \(f\), \(f(cx) = x - 8\) for all values of \(x\), where \(c\) is a positive constant. If \(f(2) = 35\), what is the value of \(c\)?","","","","","","2/43","","spr"
"1","31","\(F(x) = \frac{9}{5}(x - 273.15) + 32\)

The function \(F\) gives the temperature, in degrees Fahrenheit, that corresponds to a temperature of \(x\) kelvins. If a temperature increased by \(2.10\) kelvins, by how much did the temperature increase, in degrees Fahrenheit?","\(3.78\)","\(35.78\)","\(487.89\)","\(519.89\)","0","","","mcq"
"1","32","Each side of a \(30\)-sided polygon has one of three lengths. The number of sides with length \(8\) centimeters \((\text{cm})\) is \(5\) times the number of sides \(n\) with length \(3\text{ cm}\). There are \(6\) sides with length \(4\text{ cm}\). Which equation must be true for the value of \(n\)?","\(5n + 6 = 30\)","\(6n + 6 = 30\)","\(8n + 3n + 4n = 30\)","\(8(5n) + 3n + 4(6) = 30\)","1","","","mcq"
"1","33","\(I = \frac{V}{R}\)

The formula above is Ohm's law for an electric circuit with current \(I\), in amperes, potential difference \(V\), in volts, and resistance \(R\), in ohms. A circuit has a resistance of \(500\) ohms, and its potential difference will be generated by \(n\) six-volt batteries that produce a total potential difference of \(6n\) volts. If the circuit is to have a current of no more than \(0.25\) ampere, what is the greatest number, \(n\), of six-volt batteries that can be used?","","","","","","20","","spr"
"1","34","For which of the following tables are all the values of \(x\) and their corresponding values of \(y\) solutions to the given inequality?

\(y < 6x + 2\)","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(20\) |
| \(5\) | \(32\) |
| \(7\) | \(44\) |","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(16\) |
| \(5\) | \(36\) |
| \(7\) | \(40\) |","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(16\) |
| \(5\) | \(28\) |
| \(7\) | \(40\) |","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(24\) |
| \(5\) | \(36\) |
| \(7\) | \(48\) |","2","","","mcq"
"1","35","The cost of renting a large canopy tent for up to \(10\) days is \(\$430\) for the first day and \(\$215\) for each additional day. Which of the following equations gives the cost \(y\), in dollars, of renting the tent for \(x\) days, where \(x\) is a positive integer and \(x \leq 10\)?","\(y = 215x + 215\)","\(y = 430x - 215\)","\(y = 430x + 215\)","\(y = 215x + 430\)","0","","","mcq"
"1","36","For which of the following tables are all the values of \(x\) and their corresponding values of \(y\) solutions to the given inequality?

\(y > 13x - 18\)","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(21\) |
| \(5\) | \(47\) |
| \(8\) | \(86\) |","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(26\) |
| \(5\) | \(42\) |
| \(8\) | \(86\) |","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(16\) |
| \(5\) | \(42\) |
| \(8\) | \(81\) |","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(26\) |
| \(5\) | \(52\) |
| \(8\) | \(91\) |","3","","","mcq"
"1","37","\(5x + 14y = 45\)
\(10x + 7y = 27\)

The solution to the given system of equations is \((x, y)\). What is the value of \(xy\)?","","","","","","9/5","","spr"
"1","38","The graph of \(9x - 10y = 19\) is translated down \(4\) units in the \(xy\)-plane. What is the \(x\)-coordinate of the \(x\)-intercept of the resulting graph?","","","","","","59/9","","spr"
"1","39","In the given equation, \(p\) is a constant. The equation has no solution. What is the value of \(p\)? \[ -3x + 21px = 84 \]","\(0\)","\(\frac{1}{7}\)","\(\frac{4}{3}\)","\(4\)","1","","","mcq"
"1","40","In the system of equations above, \(c\) is a constant. If the system has no solution, what is the value of \(c\)? \[ y = \frac{1}{2}x + 8 \] \[ y = cx + 10 \]","","","","","","1/2","","spr"
"1","41","If \(\frac{x + 6}{3} = \frac{x + 6}{13}\), the value of \(x + 6\) is between which of the following pairs of values?","\(-7\) and \(-3\)","\(-2\) and \(2\)","\(2\) and \(7\)","\(8\) and \(13\)","1","","","mcq"
"1","42","The table above shows the coordinates of three points on a line in the \(xy\)-plane, where \(k\) and \(n\) are constants. If the slope of the line is \(2\), what is the value of \(k + n\)?

| \(x\) | \(y\) |
|---|---|
| \(3\) | \(7\) |
| \(k\) | \(11\) |
| \(12\) | \(n\) |","","","","","","30","","spr"
"1","43","Line \(k\) is shown in the \(xy\)-plane. [image] Line \(j\) (not shown) is perpendicular to line \(k\). What is the slope of line \(j\)?","","","","","","6/5","images/media_1786980513333_Q43.png","spr"
"1","44","A shipping service restricts the dimensions of the boxes it will ship for a certain type of service. The restriction states that for boxes shaped like rectangular prisms, the sum of the perimeter of the base of the box and the height of the box cannot exceed \(130\) inches. The perimeter of the base is determined using the width and length of the box. If a box has a height of \(60\) inches and its length is \(2.5\) times the width, which inequality shows the allowable width \(x\), in inches, of the box?","\(0 < x \le 10\)","\(0 < x \le 11\frac{2}{3}\)","\(0 < x \le 17\frac{1}{2}\)","\(0 < x \le 20\)","0","","","mcq"
"1","45","Line \(h\) is defined by \(\frac{1}{4}x + \frac{1}{7}y - 70 = 0\). Line \(j\) is perpendicular to line \(h\) in the \(xy\)-plane. What is the slope of line \(j\)?","\(-\frac{7}{5}\)","\(-\frac{5}{7}\)","\(\frac{7}{5}\)","\(\frac{5}{7}\)","3","","","mcq"
"1","46","In the system of equations above, \(a\) is a constant. If the system of equations has no solution, what is the value of \(a\)? \[ y = 2x + 1 \] \[ y = ax - 8 \]","\(-\frac{1}{2}\)","\(0\)","\(1\)","\(2\)","3","","","mcq"
"1","47","For each real number \(r\), which of the following points lies on the graph of each equation in the \(xy\)-plane for the given system? \[ 8x + 7y = 9 \] \[ 24x + 21y = 27 \]","\(\left(r, -\frac{8r}{7} + \frac{9}{7}\right)\)","\(\left(-\frac{8r}{7} + \frac{9}{7}, r\right)\)","\(\left(-\frac{8r}{7} + 9, \frac{8r}{7} + 27\right)\)","\(\left(\frac{r}{7} + 9, -\frac{r}{7} + 27\right)\)","0","","","mcq"
"1","48","For which of the following tables are all the values of \(x\) and their corresponding values of \(y\) solutions to the given inequality? \[ y < 6x + 2 \]","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(20\) |
| \(5\) | \(32\) |
| \(7\) | \(44\) |","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(16\) |
| \(5\) | \(36\) |
| \(7\) | \(40\) |","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(16\) |
| \(5\) | \(28\) |
| \(7\) | \(40\) |","| \(x\) | \(y\) |
|---|---|
| \(3\) | \(24\) |
| \(5\) | \(36\) |
| \(7\) | \(48\) |","2","","","mcq"
"1","49","In the given pair of equations, \(a\) and \(b\) are constants. The graph of this pair of equations in the \(xy\)-plane is a pair of perpendicular lines. Which of the following pairs of equations also represents a pair of perpendicular lines? \[ 5x + 7y = 1 \] \[ ax + by = 1 \]","\(10x + 7y = 1\) and \(ax - 2by = 1\)","\(10x + 7y = 1\) and \(ax + 2by = 1\)","\(10x + 7y = 1\) and \(2ax + by = 1\)","\(5x - 7y = 1\) and \(ax + by = 1\)","1","","","mcq"
"1","50","A business owner plans to purchase the same model of chair for each of the \(81\) employees. The total budget to spend on these chairs is \(\$14,000\), which includes a \(7\%\) sales tax. Which of the following is closest to the maximum possible price per chair, before sales tax, the business owner could pay based on this budget?","\(\$148.15\)","\(\$161.53\)","\(\$172.84\)","\(\$184.94\)","1","","","mcq"
"1","51","For a particular car, the linear function \(f\) gives the predicted power, in brake horsepower \((\text{bhp})\), for engine speeds between \(1,000\) revolutions per minute \((\text{rpm})\) and \(6,000\text{ rpm}\). According to this function, the car's predicted power is \(433\text{ bhp}\) at an engine speed of \(3,331\text{ rpm}\) and \(600\text{ bhp}\) at an engine speed of \(4,500\text{ rpm}\). The equation \(f(x) = \frac{1}{7}(x - a) + 433\) defines \(f\), where \(x\) is the engine speed, in \((\text{rpm})\), and \(a\) is a constant. What is the value of \(a\)?","","","","","","3331","","spr"
"1","52","At a school fair, students can win colored tokens that are worth a different number of points depending on the color. One student won \(G\) green tokens and \(R\) red tokens worth a total of \(380\) points. The given equation represents this situation. \[ 5G + 45R = 380 \] How many more points is a red token worth than a green token?","","","","","","40","","spr"
"1","53","Which system of linear equations has no solution?","\(-2x + 3y = -9\) and \(2x - 3y = 9\)","\(2x - 3y = 9\) and \(3x + 4y = 10\)","\(2x - 3y = 9\) and \(-6x + 9y = -27\)","\(-2x + 3y = 9\) and \(4x - 6y = 18\)","3","","","mcq"
"1","54","Store A sells raspberries for \(\$5.50\) per pint and blackberries for \(\$3.00\) per pint. Store B sells raspberries for \(\$6.50\) per pint and blackberries for \(\$8.00\) per pint. A certain purchase of raspberries and blackberries would cost \(\$37.00\) at Store A or \(\$66.00\) at Store B. How many pints of blackberries are in this purchase?","\(4\)","\(5\)","\(8\)","\(12\)","1","","","mcq"
"1","55","The table above shows some values of \(x\) and their corresponding values \(f(x)\) for the linear function \(f\). What is the \(x\)-intercept of the graph of \(y = f(x)\) in the \(xy\)-plane?

| \(x\) | \(-11\) | \(-10\) | \(-9\) | \(-8\) |
|---|---|---|---|---|
| \(f(x)\) | \(21\) | \(18\) | \(15\) | \(12\) |","\((-3, 0)\)","\((-4, 0)\)","\((-9, 0)\)","\((-12, 0)\)","1","","","mcq"
"1","56","Anthony will spend at most \(\$115\) to purchase \(x\) small cheese pizzas and \(y\) large cheese pizzas for a team dinner. The given inequality represents this situation. \[ 11x + 14y \le 115 \] Which of the following is the best interpretation of \(14y\) in this context?","The amount, in dollars, Anthony will spend on each large cheese pizza","The amount, in dollars, Anthony will spend on each small cheese pizza","The total amount, in dollars, Anthony will spend on large cheese pizzas","The total amount, in dollars, Anthony will spend on small cheese pizzas","2","","","mcq"
